price,net_weight_oz,nutrition_score,etapa
2.87,15.14,28.0,original
10.64,23.1,68.0,original
10.72,9.47,49.0,original
4.37,71.28,0.0,original
9.87,36.09,0.0,original
24.49,67.33,0.0,original
3.74,20.71,53.0,original
3.66,21.73,33.0,original
2.31,6.39,45.0,original
9.71,8.26,40.0,original
3.29,20.61,46.0,original
3.74,20.14,43.0,original
6.28,5.69,43.0,original
10.57,146.96,52.0,original
1.47,69.59,25.0,original
5.38,31.06,75.0,original
9.69,32.39,84.0,original
1.32,50.91,95.0,original
5.57,32.57,87.0,original
1.97,15.15,92.0,original
2.49,16.32,88.0,original
4.91,12.44,85.0,original
8.25,31.35,85.0,original
23.39,8.64,49.0,original
2.8,3.96,37.0,original
20.43,3.71,85.0,original
30.59,30.77,46.0,original
3.89,20.04,49.0,original
3.28,21.22,38.0,original
4.08,11.05,47.0,original
4.68,18.04,36.0,original
4.38,20.37,65.0,original
2.78,19.08,62.0,original
3.09,18.93,51.0,original
2.37,13.33,52.0,original
5.77,12.38,47.0,original
7.38,11.52,54.0,original
7.07,12.93,40.0,original
3.19,17.19,66.0,original
3.73,16.85,42.0,original
2.56,21.36,51.0,original
7.05,12.15,35.0,original
2.75,18.26,68.0,original
6.34,11.7,53.0,original
6.35,12.65,50.0,original
5.01,24.39,49.0,original
8.2,16.44,73.0,original
5.34,22.83,82.0,original
4.88,31.64,48.0,original
6.6,132.65,63.0,original
2.96,22.44,77.0,original
6.37,16.69,71.0,original
4.94,125.49,49.0,original
2.6,33.61,95.0,original
4.77,11.05,91.0,original
3.43,33.85,80.0,original
8.31,14.92,94.0,original
2.05,16.17,97.0,original
8.62,30.89,83.0,original
7.81,35.33,29.0,original
3.26,11.9,32.0,original
2.81,12.77,58.0,original
2.89,139.32,34.0,original
8.68,144.36,70.0,original
2.59,12.66,35.0,original
2.62,19.35,56.0,original
5.77,21.24,63.0,original
6.33,19.03,55.0,original
4.4,11.52,44.0,original
3.39,18.24,54.0,original
5.97,18.89,41.0,original
4.89,11.54,81.0,original
8.85,32.42,83.0,original
3.41,33.17,97.0,original
2.91,35.74,63.0,original
2.97,136.47,71.0,original
8.08,31.6,56.0,original
4.27,25.61,56.0,original
3.97,22.48,52.0,original
5.35,25.18,77.0,original
3.65,132.52,49.0,original
13.68,17.1,65.0,original
17.77,7.4,67.0,original
23.6,31.35,55.0,original
23.34,11.74,55.0,original
6.81,11.57,74.0,original
21.66,11.05,78.0,original
23.5,16.38,74.0,original
5.33,13.01,68.0,original
3.34,18.61,45.0,original
5.54,17.46,40.0,original
5.15,14.87,44.0,original
6.01,19.29,58.0,original
3.69,18.4,34.0,original
2.53,12.17,39.0,original
4.69,14.33,47.0,original
6.21,4.22,72.0,original
15.97,26.64,70.0,original
28.17,7.77,46.0,original
17.15,7.78,55.0,original
15.0,8.42,52.0,original
5.58,7.94,0.0,original
14.92,2.81,0.0,original
9.1,12.34,0.0,original
5.95,13.88,68.0,original
11.29,30.8,42.0,original
4.41,15.61,50.0,original
9.24,14.55,46.0,original
8.84,31.65,58.0,original
11.49,12.86,42.0,original
7.56,11.96,58.0,original
8.9,20.12,42.0,original
2.06,21.61,39.0,original
3.13,8.16,38.0,original
3.75,5.74,48.0,original
2.8,5.77,60.0,original
6.58,30.32,91.0,original
1.63,12.88,88.0,original
8.78,16.66,86.0,original
7.45,44.53,86.0,original
8.29,15.04,82.0,original
7.95,47.56,89.0,original
6.0,37.95,0.0,original
22.76,9.28,0.0,original
12.75,54.53,0.0,original
17.7,49.03,0.0,original
13.92,9.26,0.0,original
5.52,9.26,0.0,original
11.6,61.81,70.0,original
3.71,65.2,62.0,original
2.73,12.82,20.0,original
11.54,68.89,52.0,original
3.62,67.38,58.0,original
8.98,71.3,50.0,original
4.98,31.07,24.0,original
10.34,153.74,37.0,original
24.16,40.6,0.0,original
3.36,9.79,0.0,original
21.05,40.17,0.0,original
15.98,10.03,0.0,original
7.76,12.56,75.0,original
4.69,12.73,29.0,original
1.57,71.96,65.0,original
3.23,19.83,67.0,original
4.95,13.23,60.0,original
6.27,13.08,68.0,original
6.83,34.28,49.0,original
14.27,33.2,59.0,original
6.29,29.71,68.0,original
2.34,32.7,30.0,original
4.33,11.19,19.0,original
6.8,19.66,62.0,original
2.11,12.6,52.0,original
6.15,8.28,46.0,original
9.92,6.27,50.0,original
7.51,23.01,26.0,original
5.02,16.73,67.0,original
3.94,30.24,59.0,original
10.33,16.08,23.0,original
11.07,16.25,65.0,original
5.49,10.34,23.0,original
4.06,16.48,68.0,original
5.39,48.49,45.0,original
12.03,50.96,44.0,original
19.71,34.23,75.0,original
21.58,14.91,48.0,original
14.82,14.95,74.0,original
22.63,17.13,66.0,original
8.29,34.22,93.0,original
5.29,34.21,94.0,original
5.35,44.45,97.0,original
7.3,50.51,88.0,original
5.39,11.23,88.0,original
8.59,33.02,84.0,original
4.22,34.37,81.0,original
7.35,15.66,89.0,original
2.79,32.71,78.0,original
2.14,34.39,97.0,original
8.38,12.3,78.0,original
5.05,12.88,56.0,original
5.31,12.57,51.0,original
4.92,19.13,38.0,original
7.49,16.15,61.0,original
7.39,15.94,36.0,original
7.48,15.11,54.0,original
12.87,16.15,48.0,original
4.86,29.54,37.0,original
13.2,9.52,56.0,original
6.59,22.35,43.0,original
9.04,31.07,61.0,original
8.31,24.6,24.0,original
5.27,31.57,57.0,original
5.84,22.75,35.0,original
7.5,11.05,46.0,original
2.47,12.95,63.0,original
13.96,15.53,61.0,original
6.91,33.24,38.0,original
5.25,16.88,59.0,original
8.17,13.92,51.0,original
5.67,12.0,98.0,original
5.02,33.34,97.0,original
7.25,33.56,86.0,original
4.91,46.14,83.0,original
2.78,51.42,84.0,original
2.14,46.85,99.0,original
3.87,16.93,97.0,original
19.97,11.64,89.0,original
9.18,8.08,59.0,original
10.07,8.08,75.0,original
11.24,12.22,59.0,original
19.18,11.73,61.0,original
8.79,7.87,0.0,original
7.34,16.36,0.0,original
2.83,2.99,0.0,original
12.52,29.65,74.0,original
15.63,12.87,80.0,original
23.07,8.21,87.0,original
5.22,71.93,0.0,original
11.89,72.07,0.0,original
11.78,40.19,0.0,original
4.1,16.16,86.0,original
1.77,44.18,86.0,original
1.49,46.73,94.0,original
1.39,46.58,85.0,original
16.11,9.71,0.0,original
17.46,9.93,0.0,original
21.99,50.22,0.0,original
4.24,55.13,0.0,original
4.37,34.35,84.0,original
9.88,34.25,74.0,original
7.8,133.44,23.0,original
6.13,36.04,50.0,original
6.74,61.55,81.0,original
8.2,66.88,66.0,original
6.74,15.39,60.0,original
13.56,32.9,37.0,original
5.02,11.93,47.0,original
14.52,14.53,44.0,original
13.75,12.85,41.0,original
14.11,12.79,39.0,original
24.04,29.93,61.0,original
20.21,12.07,76.0,original
5.82,30.91,82.0,original
6.17,62.08,72.0,original
9.61,13.41,80.0,original
9.79,35.39,76.0,original
2.59,132.57,55.0,original
5.78,137.98,73.0,original
3.67,15.61,76.0,original
11.89,10.73,39.0,original
4.04,30.67,44.0,original
6.99,22.27,34.0,original
8.21,9.77,45.0,original
4.39,136.85,63.0,original
8.93,142.65,76.0,original
9.46,25.81,54.0,original
5.89,31.1,81.0,original
3.06,24.08,78.0,original
2.82,33.54,59.0,original
6.67,32.69,60.0,original
2.86,16.38,76.0,original
7.94,17.21,0.0,original
10.88,13.01,0.0,original
13.94,7.94,0.0,original
12.71,13.44,0.0,original
6.95,17.77,0.0,original
16.61,31.61,48.0,original
12.33,50.23,48.0,original
15.21,30.21,71.0,original
5.4,46.43,58.0,original
1.49,11.07,95.0,original
3.36,12.26,91.0,original
6.89,46.06,87.0,original
8.0,16.87,98.0,original
3.82,49.28,83.0,original
6.35,16.19,94.0,original
9.33,25.67,41.0,original
9.33,16.47,60.0,original
5.3,9.23,45.0,original
13.95,15.03,28.0,original
13.87,22.84,37.0,original
7.3,33.23,69.0,original
2.92,15.73,30.0,original
7.51,9.99,61.0,original
6.46,11.29,54.0,original
7.37,7.45,39.0,original
7.63,22.26,38.0,original
3.24,8.41,31.0,original
11.93,17.2,74.0,original
17.66,24.36,57.0,original
18.5,22.22,75.0,original
13.1,50.66,45.0,original
22.26,24.54,60.0,original
21.94,22.6,53.0,original
9.16,9.68,0.0,original
21.96,55.56,0.0,original
19.05,38.38,0.0,original
3.64,39.82,0.0,original
20.79,35.09,0.0,original
23.04,49.96,0.0,original
7.45,36.92,0.0,original
8.38,45.21,79.0,original
5.94,31.42,87.0,original
2.87,48.83,99.0,original
8.6,49.83,87.0,original
5.35,12.94,80.0,original
7.9,11.88,90.0,original
5.33,25.58,60.0,original
4.98,15.37,53.0,original
6.36,34.74,48.0,original
5.47,17.16,75.0,original
4.05,16.18,70.0,original
9.1,15.6,42.0,original
5.96,16.98,35.0,original
7.16,16.29,54.0,original
1.93,32.03,69.0,original
6.51,16.16,50.0,original
3.66,15.18,47.0,original
8.76,15.4,70.0,original
13.91,35.58,0.0,original
17.54,10.55,0.0,original
8.25,16.17,69.0,original
13.42,16.01,62.0,original
8.83,16.17,36.0,original
13.99,11.71,58.0,original
7.42,12.4,88.0,original
3.68,31.47,94.0,original
8.3,51.58,99.0,original
1.89,51.48,98.0,original
8.32,16.36,83.0,original
1.7,45.83,81.0,original
7.93,51.44,83.0,original
2.09,15.91,88.0,original
9.26,72.13,42.0,original
11.64,148.15,61.0,original
10.67,153.1,81.0,original
7.89,13.09,62.0,original
3.02,71.95,79.0,original
8.92,24.3,50.0,original
8.48,25.59,67.0,original
4.55,14.93,59.0,original
8.63,22.9,77.0,original
5.67,16.59,73.0,original
7.24,24.8,55.0,original
6.58,126.18,61.0,original
4.31,12.88,44.0,original
5.66,13.9,45.0,original
6.23,13.37,60.0,original
5.16,17.96,46.0,original
7.34,19.96,62.0,original
6.77,13.54,39.0,original
7.51,16.16,61.0,original
9.53,16.62,48.0,original
3.36,35.8,78.0,original
8.04,22.98,74.0,original
7.57,133.88,80.0,original
13.82,11.93,0.0,original
11.08,2.79,0.0,original
14.46,7.97,0.0,original
8.44,12.38,0.0,original
13.76,8.35,0.0,original
3.21,16.62,0.0,original
14.34,7.67,0.0,original
15.53,12.49,0.0,original
9.49,11.19,69.0,original
10.73,16.72,68.0,original
19.26,15.83,62.0,original
6.96,10.35,0.0,original
10.5,53.39,0.0,original
10.97,9.37,0.0,original
5.59,7.8,0.0,original
13.29,8.18,0.0,original
11.24,15.39,62.0,original
3.79,12.74,68.0,original
4.23,32.46,31.0,original
5.52,33.96,75.0,original
9.5,34.54,74.0,original
3.5,36.03,69.0,original
6.06,11.98,39.0,original
2.52,12.54,25.0,original
2.86,11.4,89.0,original
8.6,15.84,95.0,original
3.88,29.66,93.0,original
3.88,12.39,87.0,original
11.3,15.27,45.0,original
6.45,33.02,39.0,original
3.05,10.28,36.0,original
6.39,31.15,66.0,original
3.11,9.62,51.0,original
10.31,16.77,53.0,original
5.1,50.81,91.0,original
4.32,11.09,93.0,original
8.6,31.55,82.0,original
4.24,7.4,52.0,original
9.66,11.64,45.0,original
5.31,11.57,45.0,original
7.75,12.69,51.0,original
9.05,6.2,48.0,original
8.63,8.03,48.0,original
9.31,21.37,53.0,original
5.76,51.29,97.0,original
8.95,15.05,85.0,original
7.57,48.59,89.0,original
1.83,47.43,89.0,original
7.04,16.86,89.0,original
5.86,16.47,86.0,original
3.55,16.31,84.0,original
4.1,22.24,46.0,original
3.03,5.72,41.0,original
5.69,20.01,58.0,original
9.9,126.54,48.0,original
5.83,34.42,68.0,original
5.45,140.7,61.0,original
7.5,23.64,69.0,original
3.74,15.93,77.0,original
8.43,32.16,63.0,original
9.18,32.33,68.0,original
3.4,32.19,67.0,original
11.6,66.04,66.0,original
6.37,30.76,30.0,original
9.04,152.37,52.0,original
4.32,13.04,77.0,original
4.97,153.93,65.0,original
4.64,144.01,30.0,original
2.8,135.3,53.0,original
11.5,12.7,46.0,original
4.03,21.28,43.0,original
4.18,15.0,53.0,original
3.82,12.78,37.0,original
7.04,16.69,50.0,original
4.67,19.3,37.0,original
8.48,153.66,24.0,original
4.95,65.74,76.0,original
3.39,11.71,81.0,original
3.92,31.55,65.0,original
9.0,151.08,62.0,original
5.89,34.85,75.0,original
10.2,74.6,0.0,original
7.65,77.14,0.0,original
14.31,72.87,0.0,original
9.78,33.56,24.0,original
5.61,12.37,72.0,original
3.25,147.87,76.0,original
6.02,32.11,80.0,original
6.71,12.46,59.0,original
10.16,66.45,70.0,original
9.8,34.94,30.0,original
2.81,12.23,49.0,original
2.73,11.07,37.0,original
2.22,18.66,37.0,original
3.74,15.01,62.0,original
5.84,19.79,35.0,original
5.57,11.73,49.0,original
4.9,19.44,63.0,original
3.04,5.88,42.0,original
7.16,8.55,59.0,original
9.31,6.11,61.0,original
8.73,16.7,96.0,original
2.3,12.4,99.0,original
6.1,30.27,81.0,original
3.55,14.87,88.0,original
4.51,45.33,99.0,original
5.57,33.79,74.0,original
22.58,24.36,65.0,original
8.94,46.47,64.0,original
19.54,15.86,58.0,original
10.38,45.96,55.0,original
9.98,142.03,50.0,original
9.44,34.42,79.0,original
11.16,34.67,24.0,original
1.71,62.25,40.0,original
6.45,36.02,64.0,original
2.47,11.93,47.0,original
4.15,11.21,50.0,original
3.41,17.54,39.0,original
6.36,13.79,44.0,original
7.48,18.6,48.0,original
6.09,17.65,40.0,original
4.82,18.75,43.0,original
8.96,29.71,69.0,original
3.04,15.3,54.0,original
5.68,32.85,60.0,original
6.52,16.55,54.0,original
7.32,15.12,52.0,original
4.28,45.48,88.0,original
7.83,31.95,86.0,original
7.13,46.55,86.0,original
1.87,12.41,94.0,original
7.69,33.26,79.0,original
8.32,12.12,83.0,original
2.25,11.06,78.0,original
6.86,14.82,91.0,original
2.06,14.9,99.0,original
5.73,16.94,86.0,original
2.87,21.35,63.0,original
4.21,16.78,34.0,original
3.73,13.4,57.0,original
3.98,18.96,35.0,original
11.76,63.99,28.0,original
8.67,33.61,71.0,original
4.44,64.01,68.0,original
5.44,66.7,65.0,original
9.72,70.75,54.0,original
2.56,12.19,25.0,original
9.76,11.79,66.0,original
9.33,32.51,42.0,original
8.86,32.78,75.0,original
4.05,65.35,25.0,original
6.13,62.21,66.0,original
4.98,140.12,37.0,original
7.0,12.29,76.0,original
5.26,65.9,31.0,original
3.22,33.59,61.0,original
23.9,12.62,88.0,original
10.13,17.2,87.0,original
23.36,33.9,88.0,original
23.57,12.16,84.0,original
10.78,50.87,0.0,original
18.92,76.98,0.0,original
21.54,48.51,0.0,original
7.42,37.87,0.0,original
8.86,10.69,0.0,original
12.01,68.4,0.0,original
4.13,35.28,55.0,original
9.93,151.17,34.0,original
7.1,34.65,59.0,original
1.89,61.6,58.0,original
1.62,33.15,78.0,original
8.89,12.78,22.0,original
23.62,73.1,0.0,original
12.93,36.67,0.0,original
22.08,50.1,0.0,original
10.56,11.67,74.0,original
13.05,12.12,59.0,original
8.78,31.32,46.0,original
2.01,33.28,32.0,original
14.31,17.19,59.0,original
7.17,23.54,38.0,original
10.91,33.42,62.0,original
13.33,15.01,22.0,original
7.84,10.09,28.0,original
13.82,10.22,30.0,original
3.29,15.47,54.0,original
9.26,12.63,61.0,original
4.26,12.49,43.0,original
10.23,32.08,65.0,original
14.95,16.59,43.0,original
4.48,12.64,71.0,original
11.07,17.36,0.0,original
13.79,7.65,0.0,original
5.07,7.45,0.0,original
6.02,7.48,0.0,original
14.54,3.12,0.0,original
13.62,30.94,67.0,original
14.09,16.39,56.0,original
12.15,12.61,57.0,original
8.25,15.67,36.0,original
11.41,15.43,31.0,original
1.69,15.92,36.0,original
19.9,3.75,70.0,original
26.53,3.94,79.0,original
11.5,34.24,70.0,original
10.75,32.77,88.0,original
20.4,7.81,46.0,original
33.15,32.64,63.0,original
32.59,27.19,78.0,original
16.32,24.19,73.0,original
24.35,30.93,67.0,original
25.75,15.51,74.0,original
16.13,33.19,60.0,original
20.52,12.71,77.0,original
9.21,32.62,81.0,original
20.13,12.35,56.0,original
13.25,16.54,82.0,original
25.22,11.69,61.0,original
23.64,40.86,0.0,original
17.08,39.32,0.0,original
8.61,39.18,0.0,original
23.98,70.21,0.0,original
3.61,77.67,0.0,original
24.52,71.91,0.0,original
15.9,9.22,0.0,original
5.45,12.17,0.0,original
11.48,16.16,0.0,original
13.29,8.33,0.0,original
5.43,7.41,0.0,original
9.47,13.11,0.0,original
9.99,12.22,0.0,original
5.53,8.05,0.0,original
7.11,8.63,0.0,original
6.91,65.34,62.0,original
8.45,155.1,50.0,original
7.54,64.43,27.0,original
3.22,136.26,65.0,original
11.42,138.39,67.0,original
5.04,33.57,70.0,original
5.32,13.48,77.0,original
9.1,12.65,0.0,original
3.87,3.13,0.0,original
8.8,2.87,0.0,original
5.9,11.88,0.0,original
2.34,11.37,38.0,original
14.58,15.25,35.0,original
3.6,29.83,32.0,original
3.43,31.05,31.0,original
5.39,12.23,53.0,original
4.14,15.93,63.0,original
8.6,12.35,60.0,original
1.81,29.88,94.0,original
1.62,17.04,99.0,original
8.98,32.97,84.0,original
2.76,49.93,91.0,original
1.91,147.68,57.0,original
8.83,13.36,76.0,original
14.25,30.28,87.0,original
14.07,31.04,60.0,original
14.53,8.04,89.0,original
23.49,16.67,70.0,original
8.93,31.75,88.0,original
18.94,30.22,90.0,original
13.25,11.47,67.0,original
23.48,33.23,55.0,original
2.55,10.77,49.0,original
6.78,14.92,63.0,original
8.14,22.29,30.0,original
3.66,29.51,22.0,original
5.77,12.35,36.0,original
3.25,19.94,32.0,original
8.4,11.12,26.0,original
12.95,32.42,67.0,original
11.89,15.8,68.0,original
18.35,30.02,53.0,original
9.68,31.46,62.0,original
19.3,24.13,45.0,original
12.81,15.86,0.0,original
14.87,2.9,0.0,original
6.35,7.46,0.0,original
3.62,19.42,37.0,original
5.34,12.86,39.0,original
2.4,20.77,50.0,original
7.15,17.35,39.0,original
6.98,13.42,34.0,original
6.65,16.75,65.0,original
7.6,14.8,66.0,original
2.49,16.19,49.0,original
12.74,34.33,53.0,original
5.45,29.46,56.0,original
14.48,14.99,48.0,original
8.98,50.67,0.0,original
15.86,10.55,0.0,original
7.54,51.87,0.0,original
8.64,12.76,83.0,original
4.73,49.51,90.0,original
3.55,12.6,97.0,original
4.58,15.23,91.0,original
10.37,3.11,0.0,original
13.59,3.12,0.0,original
9.23,3.02,0.0,original
9.58,128.31,63.0,original
3.94,15.98,75.0,original
17.07,72.26,0.0,original
6.76,10.46,0.0,original
24.72,34.98,0.0,original
22.65,53.47,0.0,original
19.88,9.66,0.0,original
19.82,77.32,0.0,original
3.02,47.09,97.0,original
3.21,16.32,92.0,original
6.15,14.87,81.0,original
2.74,15.48,93.0,original
5.05,45.48,82.0,original
4.63,65.13,73.0,original
7.8,12.19,56.0,original
3.18,139.54,63.0,original
3.89,12.47,76.0,original
6.99,64.85,75.0,original
9.85,12.59,22.0,original
1.42,35.03,74.0,original
2.61,13.25,24.0,original
4.34,12.79,36.0,original
6.7,32.23,42.0,original
3.18,34.16,25.0,original
7.25,12.59,60.0,original
8.47,66.95,44.0,original
7.13,11.66,53.0,original
11.32,15.96,63.0,original
2.6,9.77,41.0,original
2.89,24.21,54.0,original
4.29,16.08,34.0,original
4.58,16.77,58.0,original
6.32,10.77,53.0,original
13.98,15.17,45.0,original
9.66,8.34,0.0,original
8.16,16.56,0.0,original
4.32,12.69,0.0,original
4.45,17.64,0.0,original
3.35,16.97,0.0,original
5.88,2.94,0.0,original
7.59,7.45,0.0,original
4.3,2.99,0.0,original
9.72,17.1,68.0,original
6.13,128.08,74.0,original
8.32,24.33,49.0,original
8.36,138.64,49.0,original
9.45,32.66,60.0,original
2.57,22.94,72.0,original
7.11,23.8,63.0,original
7.67,12.38,24.0,original
5.35,12.09,58.0,original
9.55,8.15,59.0,original
9.93,20.96,21.0,original
8.71,5.55,51.0,original
8.22,20.2,61.0,original
9.8,5.99,62.0,original
9.32,35.43,0.0,original
5.44,52.33,0.0,original
23.29,73.28,0.0,original
11.25,48.69,0.0,original
24.75,54.61,0.0,original
17.44,10.52,0.0,original
2.24,62.9,26.0,original
11.84,31.29,43.0,original
4.77,132.89,20.0,original
11.41,11.73,43.0,original
9.01,71.12,20.0,original
4.97,34.55,74.0,original
9.02,35.26,62.0,original
7.12,143.9,52.0,original
5.82,31.73,58.0,original
7.26,139.62,77.0,original
4.83,153.45,43.0,original
10.93,32.79,25.0,original
4.64,65.95,61.0,original
11.4,12.81,85.0,original
11.12,12.61,57.0,original
9.65,12.6,34.0,original
6.79,11.72,59.0,original
7.35,22.51,29.0,original
8.15,21.72,60.0,original
3.18,31.52,73.0,original
3.95,15.84,59.0,original
5.95,16.03,51.0,original
6.12,11.06,43.0,original
12.98,11.75,44.0,original
2.54,12.6,63.0,original
12.81,29.79,37.0,original
11.48,3.13,0.0,original
6.69,17.18,0.0,original
7.39,7.91,0.0,original
10.61,15.64,0.0,original
15.29,8.61,0.0,original
4.35,16.6,0.0,original
10.78,2.98,0.0,original
3.87,11.79,58.0,original
4.63,20.89,47.0,original
6.66,12.45,67.0,original
3.24,14.85,64.0,original
7.22,11.43,41.0,original
3.34,19.41,57.0,original
6.11,16.09,85.0,original
8.95,12.04,82.0,original
3.0,30.17,94.0,original
2.4,48.93,79.0,original
8.68,16.3,99.0,original
3.39,16.58,95.0,original
4.14,16.09,85.0,original
5.88,12.86,90.0,original
11.31,63.2,71.0,original
4.13,149.88,48.0,original
9.98,69.96,64.0,original
5.12,135.52,24.0,original
6.43,151.38,81.0,original
7.03,31.39,45.0,original
2.85,13.36,83.0,original
11.47,133.93,74.0,original
9.61,15.99,0.0,original
11.73,3.15,0.0,original
6.34,2.78,0.0,original
12.63,7.42,0.0,original
8.31,8.58,0.0,original
15.37,8.14,0.0,original
3.3,16.47,0.0,original
12.1,3.2,0.0,original
7.02,142.21,80.0,original
10.07,145.98,71.0,original
11.91,12.25,23.0,original
7.1,10.21,35.0,original
10.54,31.06,27.0,original
3.04,3.77,38.0,original
19.39,4.09,64.0,original
26.4,7.7,68.0,original
6.41,29.57,67.0,original
32.16,25.99,86.0,original
25.32,4.21,45.0,original
29.05,30.87,37.0,original
29.16,3.73,40.0,original
2.81,140.51,84.0,original
7.61,65.08,53.0,original
10.21,135.94,43.0,original
3.22,33.99,82.0,original
2.7,13.31,81.0,original
9.57,12.86,82.0,original
3.03,71.51,43.0,original
2.05,152.56,62.0,original
3.47,12.07,34.0,original
7.3,146.87,72.0,original
9.79,12.25,39.0,original
9.01,31.34,53.0,original
13.53,25.01,52.0,original
11.65,3.79,69.0,original
