title,description,price,category,timestamp,query_id,filter_category,filter_price_min,filter_price_max,filter_storage_type,cart,bought,brand,package_size,unit_of_measure,net_weight_oz,dimensions_in,storage_type,ingredients,allergens,nutrition_score,country_of_origin
Golden Acre Ripe Romaine Hearts - 3 lb (Unrated Listing),Ripe romaine hearts in a 3 lb package for online grocery orders. Listed under produce and intended for refrigerated storage. Limited customer feedback so far.,4.05,Produce,2025-06-14T02:11:53Z,q_000210,Produce,0.50,11.56,Refrigerated,false,false,Golden Acre,3 lb,lb,49.44,"10.7 x 12.4 x 4.0""",Refrigerated,Whole produce,None,87,United States
Sunny Basket Premium Mini Cucumbers - 2 lb (Popular Choice),Premium mini cucumbers in a 2 lb package for online grocery orders. Listed under produce and intended for refrigerated storage. Generally receives positive feedback.,8.32,Produce,2024-07-28T21:15:25Z,q_000210,Produce,0.50,11.56,Refrigerated,false,false,Sunny Basket,2 lb,lb,34.35,"4.8 x 12.9 x 13.3""",Refrigerated,Whole produce,None,95,Spain
Blue Cart Seasoned Italian Sausage - 1 lb (#1 Pick),Seasoned Italian sausage in a 1 lb package for online grocery orders. Listed under meat and intended for refrigerated storage. Frequently reordered by returning customers.,4.52,Meat,2024-11-02T18:19:03Z,q_000211,Meat,3.92,25.73,Refrigerated,false,false,Blue Cart,1 lb,lb,14.98,"2.3 x 3.3 x 2.2""",Refrigerated,"Salt, Meat",None,63,United States
Golden Acre Fresh Ham Steak - 1 lb (Standard Listing),Fresh ham steak in a 1 lb package for online grocery orders. Listed under meat and intended for refrigerated storage. Stocked as part of the regular lineup.,14.67,Meat,2026-06-08T23:17:59Z,q_000211,Meat,3.92,25.73,Refrigerated,false,false,Golden Acre,1 lb,lb,15.88,"3.0 x 8.8 x 6.8""",Refrigerated,"Salt, Meat",None,68,United States
FreshField Boneless Ground Turkey - 1 lb (Unrated Listing),Boneless ground turkey in a 1 lb package for online grocery orders. Listed under meat and intended for refrigerated storage. Recently added to the online catalog.,20.37,Meat,2026-02-23T23:26:02Z,q_000211,Meat,3.92,25.73,Refrigerated,false,false,FreshField,1 lb,lb,14.91,"3.5 x 4.4 x 2.6""",Refrigerated,"Meat, Salt",None,66,United States
Harvest Lane Family Pack Pork Chops - 1.5 lb (Shopper Favorite),Family Pack pork chops in a 1.5 lb package for online grocery orders. Listed under meat and intended for refrigerated storage. A dependable pick according to reviews.,10.52,Meat,2025-01-20T06:21:29Z,q_000211,Meat,3.92,25.73,Refrigerated,true,false,Harvest Lane,1.5 lb,lb,24.66,"1.6 x 11.5 x 9.3""",Refrigerated,"Salt, Meat",None,55,United States
Corner Market Boneless Pork Chops - 1.5 lb (Well Reviewed),Boneless pork chops in a 1.5 lb package for online grocery orders. Listed under meat and intended for refrigerated storage. A dependable pick according to reviews.,15.32,Meat,2025-10-27T23:40:27Z,q_000211,Meat,3.92,25.73,Refrigerated,false,false,Corner Market,1.5 lb,lb,24.61,"4.2 x 8.4 x 9.4""",Refrigerated,"Salt, Meat",None,43,Mexico
Cedar House Lean Chicken Breast - 3 lb,Lean chicken breast in a 3 lb package for online grocery orders. Listed under meat and intended for refrigerated storage. Stocked as part of the regular lineup.,8.97,Meat,2025-07-10T15:54:22Z,q_000211,Meat,3.92,25.73,Refrigerated,false,false,Cedar House,3 lb,lb,49.14,"7.7 x 7.6 x 9.3""",Refrigerated,"Salt, Meat",None,60,United States
North Star Foods Boneless Italian Sausage - 1 lb (Unrated Listing),Boneless Italian sausage in a 1 lb package for online grocery orders. Listed under meat and intended for refrigerated storage. A newer addition to the catalog.,11.01,Meat,2025-01-24T10:32:57Z,q_000211,Meat,3.92,25.73,Refrigerated,false,false,North Star Foods,1 lb,lb,17.21,"2.4 x 9.7 x 7.3""",Refrigerated,"Salt, Meat",None,49,United States
Valley Select Family Pack Pita Pockets - 20 oz (Discontinuing Soon),Family Pack pita pockets in a 20 oz package for online grocery orders. Listed under bakery and intended for ambient storage. Marked for limited future availability.,6.16,Bakery,2026-01-20T09:02:45Z,q_000212,Bakery,2.13,9.40,Ambient,true,false,Valley Select,20 oz,oz,19.31,"2.6 x 6.5 x 8.2""",Ambient,"Wheat flour, Water, Salt, Yeast, Sugar",Wheat,42,Mexico
Corner Market Family Pack Pita Pockets - 20 oz (Discontinuing Soon),Family Pack pita pockets in a 20 oz package for online grocery orders. Listed under bakery and intended for ambient storage. One of the less-repurchased items in its aisle.,6.17,Bakery,2025-04-03T01:45:27Z,q_000212,Bakery,2.13,9.40,Ambient,false,false,Corner Market,20 oz,oz,18.97,"2.7 x 5.7 x 3.8""",Ambient,"Yeast, Salt, Sugar, Wheat flour, Water",Wheat,54,Peru
Daily Table Fresh Baked Brioche Buns - 12 oz (Best Seller),Fresh Baked brioche buns in a 12 oz package for online grocery orders. Listed under bakery and intended for ambient storage. Frequently reordered by returning customers.,7.44,Bakery,2025-09-15T13:10:08Z,q_000212,Bakery,2.13,9.40,Ambient,true,true,Daily Table,12 oz,oz,12.76,"3.9 x 7.2 x 6.6""",Ambient,"Water, Wheat flour, Sugar, Salt, Yeast",Wheat,43,United States
FreshField Fresh Baked Pita Pockets - 12 oz (Discontinuing Soon),Fresh Baked pita pockets in a 12 oz package for online grocery orders. Listed under bakery and intended for ambient storage. Received mixed feedback from shoppers.,2.28,Bakery,2026-02-03T00:51:35Z,q_000212,Bakery,2.13,9.40,Ambient,false,false,FreshField,12 oz,oz,12.46,"1.1 x 6.7 x 4.2""",Ambient,"Water, Wheat flour, Sugar, Salt, Yeast",Wheat,41,United States
Market Pantry Co. Artisan Flour Tortillas - 8 ct (Popular Choice),Artisan flour tortillas in a 8 ct package for online grocery orders. Listed under bakery and intended for ambient storage. Often recommended by repeat customers.,3.16,Bakery,2025-04-28T08:24:48Z,q_000212,Bakery,2.13,9.40,Ambient,false,false,Market Pantry Co.,8 ct,ct,18.70,"3.4 x 5.3 x 7.6""",Ambient,"Water, Yeast, Wheat flour, Sugar, Salt",Wheat,67,United States
Riverbend Family Pack Brioche Buns - 6 ct (#1 Pick),Family Pack brioche buns in a 6 ct package for online grocery orders. Listed under bakery and intended for ambient storage. Consistently praised in customer feedback.,5.68,Bakery,2025-05-16T20:20:27Z,q_000212,Bakery,2.13,9.40,Ambient,false,false,Riverbend,6 ct,ct,14.33,"2.0 x 5.9 x 5.8""",Ambient,"Yeast, Salt, Sugar, Wheat flour, Water",Wheat,64,United States
Purely Good Family Size Mixed Vegetables - 16 oz (Top Rated),Family Size mixed vegetables in a 16 oz package for online grocery orders. Listed under frozen and intended for frozen storage. Consistently praised in customer feedback.,4.37,Frozen,2024-08-31T01:28:30Z,q_000213,Frozen,1.39,17.86,Frozen,true,true,Purely Good,16 oz,oz,16.76,"2.3 x 3.2 x 4.7""",Frozen,"Salt, Spices, Prepared ingredients",Milk,67,United States
North Star Foods Ready To Heat Vanilla Ice Cream - 10 oz (Top Rated),Ready To Heat vanilla ice cream in a 10 oz package for online grocery orders. Listed under frozen and intended for frozen storage. One of the most repurchased items in its aisle.,11.20,Frozen,2024-10-10T02:44:37Z,q_000213,Frozen,1.39,17.86,Frozen,true,true,North Star Foods,10 oz,oz,9.99,"1.2 x 4.2 x 4.4""",Frozen,"Salt, Prepared ingredients, Spices",None,27,Mexico
Oak & Grain Frozen Spinach Ravioli - 16 oz (Current Stock),Frozen spinach ravioli in a 16 oz package for online grocery orders. Listed under frozen and intended for frozen storage.,5.79,Frozen,2026-06-12T07:50:14Z,q_000213,Frozen,1.39,17.86,Frozen,false,false,Oak & Grain,16 oz,oz,15.48,"3.6 x 7.6 x 3.6""",Frozen,"Prepared ingredients, Salt, Spices",Soy,50,United States
Blue Cart Crispy Mixed Vegetables - 32 oz (#1 Pick),Crispy mixed vegetables in a 32 oz package for online grocery orders. Listed under frozen and intended for frozen storage. Rated highly by shoppers for consistent quality.,8.90,Frozen,2024-09-03T17:56:22Z,q_000213,Frozen,1.39,17.86,Frozen,true,true,Blue Cart,32 oz,oz,31.09,"5.4 x 6.7 x 7.3""",Frozen,"Spices, Prepared ingredients, Salt",Milk,66,Chile
Oak & Grain Frozen Chicken Nuggets - 10 oz (Current Stock),Frozen chicken nuggets in a 10 oz package for online grocery orders. Listed under frozen and intended for frozen storage. Stocked as part of the regular lineup.,11.02,Frozen,2025-10-04T01:27:27Z,q_000213,Frozen,1.39,17.86,Frozen,false,false,Oak & Grain,10 oz,oz,10.09,"2.8 x 3.7 x 4.0""",Frozen,"Salt, Prepared ingredients, Spices",Soy,56,Canada
Golden Acre Crispy Spinach Ravioli - 10 oz,Crispy spinach ravioli in a 10 oz package for online grocery orders. Listed under frozen and intended for frozen storage. Ships as part of regular inventory.,12.76,Frozen,2024-10-28T04:07:24Z,q_000213,Frozen,1.39,17.86,Frozen,true,false,Golden Acre,10 oz,oz,9.28,"2.6 x 7.1 x 4.9""",Frozen,"Prepared ingredients, Spices, Salt",Soy,42,United States
Riverbend Frozen Waffles - 16 oz (Well Reviewed),Frozen waffles in a 16 oz package for online grocery orders. Listed under frozen and intended for frozen storage. A dependable pick according to reviews.,7.61,Frozen,2026-01-28T01:51:38Z,q_000213,Frozen,1.39,17.86,Frozen,true,false,Riverbend,16 oz,oz,16.04,"3.7 x 4.7 x 4.2""",Frozen,"Spices, Salt, Prepared ingredients",Milk,64,United States
Green Fork Ready To Heat Vanilla Ice Cream - 16 oz,Ready To Heat vanilla ice cream in a 16 oz package for online grocery orders. Listed under frozen and intended for frozen storage. Available for standard online ordering.,9.45,Frozen,2025-04-22T06:15:18Z,q_000213,Frozen,1.39,17.86,Frozen,false,false,Green Fork,16 oz,oz,15.60,"2.8 x 5.9 x 6.8""",Frozen,"Salt, Prepared ingredients, Spices",Milk,34,United States
Cedar House Frozen Green Peas - 24 oz (Low Feedback),Frozen green peas in a 24 oz package for online grocery orders. Listed under frozen and intended for frozen storage. Received mixed feedback from shoppers.,6.84,Frozen,2024-12-11T22:17:14Z,q_000214,Frozen,2.43,16.87,Frozen,false,false,Cedar House,24 oz,oz,25.40,"2.7 x 11.0 x 4.1""",Frozen,"Prepared ingredients, Spices, Salt",Wheat,46,United States
Golden Acre Frozen Mac And Cheese - 24 oz (Unrated Listing),Frozen mac and cheese in a 24 oz package for online grocery orders. Listed under frozen and intended for frozen storage. Feedback on this listing is still limited.,5.09,Frozen,2025-07-01T13:51:35Z,q_000214,Frozen,2.43,16.87,Frozen,false,false,Golden Acre,24 oz,oz,25.90,"6.3 x 5.4 x 7.5""",Frozen,"Spices, Prepared ingredients, Salt",Milk,42,United States
Corner Market Ready To Heat Waffles - 10 oz (Current Stock),Ready To Heat waffles in a 10 oz package for online grocery orders. Listed under frozen and intended for frozen storage.,9.07,Frozen,2025-06-07T09:08:20Z,q_000214,Frozen,2.43,16.87,Frozen,false,false,Corner Market,10 oz,oz,9.91,"1.7 x 7.2 x 4.9""",Frozen,"Prepared ingredients, Salt, Spices",Milk,61,New Zealand
Corner Market Family Size Mixed Vegetables - 16 oz (Discontinuing Soon),Family Size mixed vegetables in a 16 oz package for online grocery orders. Listed under frozen and intended for frozen storage. Rarely reordered by past customers.,3.98,Frozen,2025-11-29T09:51:50Z,q_000214,Frozen,2.43,16.87,Frozen,true,false,Corner Market,16 oz,oz,17.22,"4.1 x 3.6 x 3.4""",Frozen,"Prepared ingredients, Salt, Spices",Soy,23,United States
Riverbend Ready To Heat Mac And Cheese - 32 oz (Best Seller),Ready To Heat mac and cheese in a 32 oz package for online grocery orders. Listed under frozen and intended for frozen storage. Frequently reordered by returning customers.,9.77,Frozen,2025-11-29T02:38:28Z,q_000214,Frozen,2.43,16.87,Frozen,true,true,Riverbend,32 oz,oz,33.69,"2.9 x 8.4 x 12.1""",Frozen,"Salt, Prepared ingredients, Spices",Milk,63,United States
Oak & Grain Ready To Heat Mixed Vegetables - 24 oz (Discontinuing Soon),Ready To Heat mixed vegetables in a 24 oz package for online grocery orders. Listed under frozen and intended for frozen storage. Received mixed feedback from shoppers.,4.79,Frozen,2025-11-14T19:55:06Z,q_000214,Frozen,2.43,16.87,Frozen,false,false,Oak & Grain,24 oz,oz,22.60,"5.5 x 4.6 x 7.2""",Frozen,"Spices, Salt, Prepared ingredients",Wheat,66,Chile
Corner Market Extra Virgin Spaghetti - 16 oz (Standard Listing),Extra Virgin spaghetti in a 16 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Ships as part of regular inventory.,11.58,Pantry,2025-01-28T20:42:10Z,q_000215,Pantry,1.43,18.51,Ambient,true,false,Corner Market,16 oz,oz,15.38,"2.7 x 7.3 x 5.0""",Ambient,"Salt, Prepared ingredients, Natural flavors",Wheat,48,Spain
Market Pantry Co. Gluten Free Rolled Oats - 15 oz (Regular Listing),Gluten Free rolled oats in a 15 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Available for standard online ordering.,13.19,Pantry,2025-02-18T01:33:11Z,q_000215,Pantry,1.43,18.51,Ambient,false,false,Market Pantry Co.,15 oz,oz,14.48,"2.2 x 3.1 x 6.8""",Ambient,"Salt, Natural flavors, Prepared ingredients",Soy,40,United States
Riverbend Creamy Long Grain Rice - 15 oz (Unrated Listing),Creamy long grain rice in a 15 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Limited customer feedback so far.,7.55,Pantry,2026-02-24T16:50:13Z,q_000215,Pantry,1.43,18.51,Ambient,false,false,Riverbend,15 oz,oz,14.54,"2.1 x 5.2 x 2.4""",Ambient,"Salt, Prepared ingredients, Natural flavors",None,48,United States
Oak & Grain Classic Pasta Sauce - 32 oz (Discontinuing Soon),Classic pasta sauce in a 32 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Rarely reordered by past customers.,5.76,Pantry,2025-06-21T19:18:19Z,q_000215,Pantry,1.43,18.51,Ambient,false,false,Oak & Grain,32 oz,oz,30.62,"3.1 x 12.5 x 6.8""",Ambient,"Natural flavors, Prepared ingredients, Salt",Soy,36,United States
Cedar House Low Sodium Rolled Oats - 12 oz (Discontinuing Soon),Low Sodium rolled oats in a 12 oz package for online grocery orders. Listed under pantry and intended for ambient storage. One of the less-repurchased items in its aisle.,3.15,Pantry,2025-09-04T09:16:07Z,q_000216,Pantry,1.41,16.80,Ambient,false,false,Cedar House,12 oz,oz,12.35,"2.2 x 3.7 x 3.2""",Ambient,"Salt, Natural flavors, Prepared ingredients",Wheat,59,Canada
Corner Market Gluten Free Rolled Oats - 32 oz (Highly Rated),Gluten Free rolled oats in a 32 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Often recommended by repeat customers.,10.76,Pantry,2025-03-10T20:46:14Z,q_000216,Pantry,1.41,16.80,Ambient,false,false,Corner Market,32 oz,oz,30.79,"2.0 x 13.2 x 9.3""",Ambient,"Natural flavors, Salt, Prepared ingredients",None,53,United States
FreshField Gluten Free Pasta Sauce - 16 oz (Highly Rated),Gluten Free pasta sauce in a 16 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Generally receives positive feedback.,11.03,Pantry,2024-12-06T09:15:33Z,q_000216,Pantry,1.41,16.80,Ambient,true,false,FreshField,16 oz,oz,15.83,"3.6 x 8.5 x 3.6""",Ambient,"Prepared ingredients, Natural flavors, Salt",Peanuts,74,United States
Valley Select Creamy Black Beans - 32 oz (Highly Rated),Creamy black beans in a 32 oz package for online grocery orders. Listed under pantry and intended for ambient storage. A dependable pick according to reviews.,7.88,Pantry,2024-09-09T18:52:40Z,q_000216,Pantry,1.41,16.80,Ambient,false,false,Valley Select,32 oz,oz,31.37,"3.0 x 12.6 x 6.4""",Ambient,"Natural flavors, Prepared ingredients, Salt",Peanuts,58,United States
Harvest Lane Creamy Long Grain Rice - 15 oz (Top Rated),Creamy long grain rice in a 15 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Frequently reordered by returning customers.,14.47,Pantry,2024-08-19T06:24:17Z,q_000216,Pantry,1.41,16.80,Ambient,false,false,Harvest Lane,15 oz,oz,14.35,"1.3 x 8.1 x 5.5""",Ambient,"Prepared ingredients, Salt, Natural flavors",Peanuts,43,United States
FreshField Classic Tomato Soup - 32 oz (Recently Added),Classic tomato soup in a 32 oz package for online grocery orders. Listed under pantry and intended for ambient storage. A newer addition to the catalog.,1.89,Pantry,2025-12-02T18:22:00Z,q_000216,Pantry,1.41,16.80,Ambient,false,false,FreshField,32 oz,oz,31.10,"7.7 x 14.3 x 5.4""",Ambient,"Natural flavors, Prepared ingredients, Salt",Peanuts,37,United States
FreshField Creamy Spaghetti - 32 oz (Limited Feedback),Creamy spaghetti in a 32 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Recently added to the online catalog.,6.91,Pantry,2026-07-05T16:27:05Z,q_000216,Pantry,1.41,16.80,Ambient,true,false,FreshField,32 oz,oz,31.83,"4.2 x 6.4 x 10.1""",Ambient,"Prepared ingredients, Natural flavors, Salt",None,55,United States
Cedar House Family Size Whole Milk - 32 fl oz (Well Reviewed),Family Size whole milk in a 32 fl oz package for online grocery orders. Listed under dairy and intended for refrigerated storage. Often recommended by repeat customers.,8.35,Dairy,2025-05-04T18:59:09Z,q_000217,Dairy,1.73,11.55,Refrigerated,false,false,Cedar House,32 fl oz,fl oz,34.62,"7.6 x 12.1 x 5.6""",Refrigerated,"Cream, Salt, Cultures, Milk",Milk,78,United States
Purely Good Creamy Whole Milk - 1 gal (Current Stock),Creamy whole milk in a 1 gal package for online grocery orders. Listed under dairy and intended for refrigerated storage. Ships as part of regular inventory.,4.61,Dairy,2026-03-24T04:58:07Z,q_000217,Dairy,1.73,11.55,Refrigerated,false,false,Purely Good,1 gal,gal,126.90,"10.8 x 14.1 x 8.8""",Refrigerated,"Cultures, Salt, Cream, Milk",Milk,52,United States
